###INFO###
###INFO###			Ä --> \
###INFO###			Ö --> |
###INFO###			Ü --> @
###INFO###			ä --> ^
###INFO###			ö --> `
###INFO###			ü --> _
###INFO###			ß --> ;
###INFO###
###INFO###			\n --> Absatz
###INFO###

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Basic dialog strings																																													###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

dialog_new															Neu
room_execution														Hinrichtungsraum
room_workshop														Werkstatt
room_security														Sicherheitsb_ro
room_office															B_ro
room_medicalward													Krankenstation
room_morgue															Leichenhalle
room_commonroom														Gruppenraum
room_laundry														W^scherei
room_visitation														Besucherzimmer
room_cleaningcupboard												Putzkammer
room_kennel															Hundezwinger
room_armoury														Waffenkammer
room_staffroom														Personalraum
room_library														B_cherei

equipment_none														Keine
equipment_fists														F^uste
equipment_baton														Schlagstock
equipment_shank														Schaft
equipment_knife														Messer
equipment_fork														Gabel
equipment_gun														Revolver
equipment_spoon														L`ffel
equipment_needle													Nadel
equipment_booze														Alkohol
equipment_poison													Gift
equipment_cigs														Zigaretten
equipment_saw														S^ge
equipment_jailkeys													Gef^ngnisschl_ssel
equipment_mobilephone												Handy
equipment_lighter													Feuerzeug
equipment_screwdriver												Schraubendreher
equipment_drugs														Drogen
equipment_sheers													Sheers
equipment_mop														Wischmop
equipment_rake														Harke
equipment_hose														Strahlrohr
equipment_spatula													Pfannenwender
equipment_woodenspoon												Holzl`ffel
equipment_cleaningbrush												Zahnb_rste
equipment_hammer													Hammer
equipment_clipboard													Klemmbrett
equipment_drill														Bohrer
equipment_pianowire													Klavierdraht
equipment_scissors													Schere
equipment_medicine													Medizin
equipment_shotgun													Schrotflinte
equipment_moneybag													Geldbeutel
equipment_tazer														Elektroschocker
equipment_guarduniform												W^chteruniform
equipment_stabvest													Kevlar-Weste
equipment_rifle														Gewehr

research_none														Keine
research_warden														Vater Winter
research_maintainance												Wartung
research_security													Sicherheit
research_legal														Recht
research_mentalhealth												Psychologie
research_finance													Buchf_hrung
research_landexpansion												Expansion
research_cctv														@berwachung
research_riotguards													Bereitschafspolizei
research_health														Gesundheit
research_cleaning													Reinigung
research_groundskeeping												Gartenpflege
research_clone														Klonen
research_deployment													Stationierung
research_patrols													Patroullien
research_dogs														Wachhunde
research_prisonlabour												Zwangsarbeit
research_contraband													Schmuggel
research_policy														Regelwerk

research_requires_short												Ben`tigt einen *X

regime_nothing														Nichts
regime_sleep														Schlafen
regime_eat															Essen
regime_shower														Duschen
regime_yard															Hofgang
regime_work															Arbeit
regime_lockdown														Abriegelung
regime_freetime														Freizeit
regime_currenttime													Jetzt

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Misc																																																	###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

box_contents														Beinhaltet: *X
stack_contents														Beinhaltet: *X x *Y

object_dump															M_ll
object_todo															ToDo: *X

object_door_cyclepermissions										Klicke um die Nutzungsrechte durchzugehen
object_door_cyclepermissions_1										(Ge`ffnet, Nur f_r Personal, Abgeschlossen)

object_firemen_hosehelp												Halte H gedr_ckt um mit dem Wasserschlauch zu zielen

object_inactive														INAKTIV
object_cctv_moremonitors											Baue mehr Monitore
object_cctvmonitor_needsguards										Ben`tigt Wache vor den Monitoren

administrator_requiresoffice										Ben`tigt B_ro

prisoner_assignedto													Ben`tigt: *X

contraband_owner													Besitzer: *X
contraband_ownerunknown												Besitzer ist unbekannt
contraband_stolenfrom												Herkunftsort: *X, vor *Y Stunden gestohlen
contraband_smuggledthrough											Durchgeschmuggelt *X, vot *Y Stunden
contraband_smuggledin												Hereingeschmuggelt von einem Gefangenen, vor *Y Stunden

staff_exhausted														Ersch`pft
staff_tired															M_de
dog_exhausted														Ersch`pft
dog_needskennel														Hunde brauchen einen Hundezwinger, um schlafen zu k`nnen

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO###			 Einführung: Der Todestrakt																																												###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

campaignchapter_deathrow											Der Todestrakt

campaignchapter_deathrow_description								2000 Volt Gerechtigkeit?

campaigncutscene_deathrowmurder										Doppelmord
campaigncutscene_deathrowconfession									Das Gest^ndnis
adviser_deathrow_murder1											Ich wusste ich w_rde euch Beide hier schnappen.
adviser_deathrow_murder2											Edward! Ich...
adviser_deathrow_murder25											Klappe! Halt einfach die Klappe...
adviser_deathrow_murder3											Oh mein Gott! Was hast du vor?

adviser_deathrow_church1											Wie kann ich dir helfen, mein Sohn?
adviser_deathrow_church15											...\n...\n...
adviser_deathrow_church2											Suchst du nach Vergebung?
adviser_deathrow_church3											Ich wei; es nicht genau...\nIch muss etwas gestehen, ich kann damit nicht in Ruhe leben!
adviser_deathrow_church4											Du musst dir selbst im Spiegel in die Augen schauen k`nnen. Was auch immer du getan hast: Du wirst den Konsequenzen nicht ausweichen k`nnen. 
adviser_deathrow_church5											Du wirst nie f^hig sein mit dir selber zu leben, solange du dich nicht deiner Vergangenheit stellst.
adviser_deathrow_church6											Ich will das alles ungeschehen machen! Ich will ihr vergeben...\n\n...und ich w_nsche, dass sie mir vergibt!
adviser_deathrow_church7											Gott wird dir vergeben wenn du ihn darum bittest. Egal was du getan hast.
adviser_deathrow_church8											Aber du musst dich f_r deine Verbrechnen vor den Augen des Gesetzes verantworten. Es gibt keinen anderen Ausweg.

adviser_deathrowintro_1												Ich habe eine elektisierende Aufgabe f_r Sie!
adviser_deathrowintro_2												Hier, in dieser Anlange, sitzt ein Gefangener der im Falle eines Doppelmords schuldig gesprochen wurde und damit zum Tode durch den elektischen Stuhl verurteilt ist.
adviser_deathrowintro_3												Das ist der Punkt wo wir ins Spiel kommen. Wir wurden f_r nicht wenig Geld beauftragt eine Hinrichtungskammer f_r seinen gro;en Tag zu bauen.
adviser_deathrowintrob_1											Wollen wir ihn also nicht lange warten lassen. Ich will, dass sie hier das neue Geb^ude bauen.
adviser_deathrowintrob_2											Der erste Schritt bei jedem Projekt ist es das Geb^ude selber zu errichten - mit genug Platz f_r einen Hinrichtungsraum und eine kleine Zelle.
adviser_deathrowintrob_3											Also los geht's. Errichte das neue Geb^ude hier.

adviser_deathrow_explain1											Deine Schneem^nner sind f_r den Bau der Geb^ude verantwortlich.
adviser_deathrow_explain2											Sie werden Stahlstreben und Beton aus dem Lager oder firsch vom LKW holen und es zu der Baustelle bringen.
adviser_deathrow_explain3											Diese Rohmaterialien werden sie nutzen um das Fundament und das Ger_st zu konstruieren.
adviser_deathrow_explain4											W^hrend deine Schneem^nner dein Geb^ude fertig stellen hast du genug Zeit um das weitere Vorgehen zu planen.
adviser_deathrow_explain5											W^hrend wir warten schau' dich ein wenig um. Nutze die W A S D - Tasten oder die Pfeiltasten um dich umzusehen und nutze das Mausrad um n^her oder weiter weg vom Geschehen zu sein.

objective_deathrow_building											Baue ein neues Geb^ude f_r die Hinrichtungskammer

adviser_deathrow_buildinside1										Vergiss' nicht, dass wir einen Eingang zu dem neuen Geb^ude brachen.
adviser_deathrow_buildinside2										Baue also bitte eine gro;e Gef^ngnist_r in die S_dwand.

objective_deathrow_buildouterdoor									Platziere eine gro;e Gef^ngnist_r als Eingang zum Geb^ude

adviser_deathrow_internalwalls1										In dem Geb^ude soll neben der Hinrichtungskammer noch eine Zelle sein, wo die Gefangenen ihre letzten Stunden verbringen.
adviser_deathrow_internalwalls2										Trenne den Raum in meherere R^ume auf indem du zuerst Ziegelsteinmauern ziehst.

objective_deathrow_buildinternalwalls								Baue die innenliegenden W^nde

adviser_deathrow_internaldoors1										F_ge jetzt gro;e Gef^ngnist_ren hinzu um die Aufteilung zu vollenden.
adviser_deathrow_internaldoors2										Um ein Objekt zu drehen kannst du entweder die mittlere Maustaste nutzen oder dr_cke "R".

objective_deathrow_buildinternaldoors								Baue die innenliegenden T_ren

adviser_deathrow_designation1										Das sieht doch annehmbar aus. Nun teile den R^umen ihre Aufgaben zu.
adviser_deathrow_designation2										Der kleine Raum unten links wird die Zelle f_r die, zum Tode verurteilten, Gefangenen.
adviser_deathrow_designation3										Die Hinrichtungskammer soll in den gro;en, hinteren Bereich.

objective_deathrow_designatecell									Markiere die Zelle
objective_deathrow_designateexecution								Markiere eine Hinrichtungskammer

adviser_deathrow_roomrequirements1									Die frisch makieren R^ume haben Vorraussetzungen bevor sie funktionieren.
adviser_deathrow_roomrequirements2									Zellen brauchen immer ein Bett und eine Toilette mit Wasseranschluss
adviser_deathrow_roomrequirements3									Alles was die Hinrichtungskammer brauch ist einen elektrischen Stuhl.

objective_deathrow_cellobjects1										Platziere ein Bett
objective_deathrow_cellobjects2										Platziere eine Toilette
objective_deathrow_executionobjects									Platziere einen elektischen Stuhl

adviser_deathrow_optional1											Das sind die grundlegenen Vorraussetzungen, aber es ist immer Raum f_r Verbesserungen.
adviser_deathrow_optional2											Der Rest liegt in deinem Entscheidungsermessen. Kommt halt drauf an wie sehr du dich um die Umgebung k_mmerst.
adviser_deathrow_optional3											Die Zelle selber k`nnte verbessert werden indem du ein Fenster mit Blick nach drau;en installieren l^sst, oder ein B_cherregal in die Zelle stellst.
adviser_deathrow_optional4											Mit einem h`herwertigen Bodenmaterial, wie zum Beispiel einem Mosaikboden, in dieser Anlage w_rde alles sehr viel besser aussehen.
adviser_deathrow_optional5											Im Au;enbereich k`nntest du um mehr Licht sorgen und um einem gepflasterten Zugangsweg, falls du das m`chtest.

adviser_deathrow_transfer05											Das hier ist der Mann der Stunde: Edward Romsey. Fr_her war mal ein Lehrer - kaum vorzustellen.
adviser_deathrow_transfer06											Was soll's. Es ist nicht unsere Entscheidung was mit ihm passieren soll. Das Gericht hat seine Strafe festgelegt. Wir sind nur hier um unseren Job zu machen.
adviser_deathrow_transfer1											Wenn du mit deinem neuen Geb^ude komplett zufrieden bist, kannst du damit beginnen den Gefangenen in seine neue Zelle zu _berf_hren.
adviser_deathrow_transfer2											Klicke ihn einfach an um ihn auszuw^hlen und nutze dann die rechte Maustaste um ihn vor die Zelle zu schicken um die @berf_hrung zu beginnen.

objective_deathrow_path												(OPTIONAL) Baue einen Weg zu der neuen Anlage
objective_deathrow_window											(OPTIONAL) F_ge ein Fenster zu der Zelle hinzu
objective_deathrow_bookshelf										(OPTIONAL) Lasse ein B_cherregal in der Zelle platzieren
objective_deathrow_flooring											(OPTIONAL) @berarbeite den Boden und nutze qualitative Materialien
objective_deathrow_outerlights										(OPTIONAL) Beleuchte das Au;enareal mit neuen Leuchten
objective_deathrow_transferinmate									Starte mit der @berf_hrung sobald du fertig bist.

adviser_deathrow_setupmurder1										Verschwende deine Tr^nen nicht f_r diesen Abschaum. Das ist nicht mehr als ein eiskalter M`rder.
adviser_deathrow_setupmurder2										Er hat die Absch^ulichkeit sogar gestanden. Willst du wissen was er genau getan hat?
adviser_deathrow_setupmurder3										Ziemlich kranker Schei;. "Es geschah um 23 Uhr. The Stra;enlampen beleuchteten bereits die Stra;en. Ich wusste, dass sie zuhause war..."

adviser_deathrow_postmurder1										Wie ich es bereits gesagt habe: Ein eiskalter M`rder!
adviser_deathrow_postmurder2										Klar wie die Nacht, wenn du mich fragst. Er hat sich jeden einzelnen Volt verdient.
adviser_deathrow_postmurder3										Jeder Mensch verdient Vergebung, auch er. Wer ohne S_nde ist der werfe den ersten Stein. Bist du so im klaren mit dir, dass du das ohne Bedenken machen kannst?
adviser_deathrow_postmurder4										Seine Frau mit einen anderen Typen zu erwischen entschuldigt sein Verhalten nicht.
adviser_deathrow_postmurder5										Und er erschien mit einer bereits geladenen Waffe, wissend, dass er die Beiden dort finden w_rden. Das ist geplanter Mord im Zweierpack!
adviser_deathrow_postmurder6										Er hat nichts getan au;er mit der Polizei zu kooperieren. Der Staat f_hrt ein Exempel an ihm durch.
adviser_deathrow_postmurder7										Wenn er das gleiche Verbrechen 100 Kilometer weiter n`rdlich begangen h^tte, w_rde er jetzt nur lebenslange Haft bekommen. Wie kann das Gerechtigkeit sein?
adviser_deathrow_postmurder8										Willst du jemanden wie ihn nach 25 Jahren frei auf der Stra;e laufen haben? Ich werde erst gut schlafen k`nnen, wenn ich wei;, dass er mit den F_;en vorraus aus diesem Gef^gnis getragen wurde.

adviser_deathrowelectricity_1										Gute Arbeit soweit.
adviser_deathrowelectricity_2										Aber wie auch immer... Es gibt ein Problem: Der Elektrische Stuhl funktioniert noch nicht, weil er keinen Strom hat.
adviser_deathrowelectricity_3										Du musst ihn also noch an das Stromnetz anbinden.

adviser_deathrowelectricityb_1										Das hier ist der Versorgungsnetz. In dieser Ansicht siehst du die verlegten Kabel und Wasserleitungen.
adviser_deathrowelectricityb_2										Jedes Geb^ude in diesem Gef^ngnis ist mit Kabeln an das Stromnetz angeschlossen.
adviser_deathrowelectricityb_3										Elektrizit^t ist durch den installierten Generator bereitgestellt.
adviser_deathrowelectricityb_4										Wie du sehen kannst ist dieser komplette Gef^ngnisfl_gel ohne Elektrizit^t. S^mtliche Lichter sind aus.
adviser_deathrowelectricityb_4b										Um dieses Problem zu beseitigen m_ssen wir zuerst in den Versorgungsmodus wechseln um zu sehen warum die Lampen aus sind.
adviser_deathrowelectricityb_5										Die n^chstliegende Kabel sind zu weit weg. Unsere Schneem^nner k`nnen die Lampen also nicht verkabeln.
adviser_deathrowelectricityb_6										Erweitere das elektrische Versorgungsnetz den Gang entlang, damit der Gef^ngnisfl_gel ausgeleuchtet werden kann.

objective_deathrow_cellpower										Erweitere das elektische Versorgnungsnetz

adviser_deathrow_connectchair_1										Nicht nur die Lampen brauchen Elektrizit^t. Der elektrische Stuhl brauch ebenfalls eine Stromversorgung.
adviser_deathrow_connectchair_2										Nutze auch hier die Kabel um die gesammte Hinrichtungsanlage mit Storm zu versorgen.
adviser_deathrow_connectchair_3										Da der elektrische Stuhl eine gro;e Menge Energie nutzt musst du ihn direkt mit Kabelan das Stormnetz anschlie;en.

objective_deathrow_chairpower										Versorge den elektrischen Stuhl mit Storm
objective_deathrow_condemnedcellpower								Versorge alle Zellen mit Strom

adviser_deathrow_testchair_1										Wir m_ssten jetzt soweit sein. Zuletzt sollten wir aber unser neues Spielzeug ausporbieren, bevor wir es nutzen.
adviser_deathrow_testchair_2										Ich werde es nur kurz einmal f_r ein paar Sekunden anschalten um zu sehen ob alles ok ist.
adviser_deathrow_testchair_3										Also das ging nicht gut. Scheint, dass wir zu viel Strom auf einmal gebraucht haben als der Generator bereitstellen kann. Die komplette Stromversorgung ist zusammengebrochen.
adviser_deathrow_testchair_4										Wir m_ssen genug Kapazit^t haben um die Stromspitze, die der elektische Stuhl erzeugt, abzufangen.
adviser_deathrow_testchair_5										Zuerst m_ssen wir den Strom wieder einschalten. Daf_r musst du zwei Schritte befolgen:
adviser_deathrow_testchair_5b										Der erste Schritt ist jeden einzenen Kondenator wieder hochzufahren indem du im Versorgungsmodus auf sie klickst. Zuletzt du musst den Generator hochfahren, indem du auf ihn klickst.
adviser_deathrow_testchair_6										Baue danach drei weitere Kondensatoren damit wir genug Saft haben um den elektischen Stuhl zu versorgen.
adviser_deathrow_testchair_7										Wenn du das getan hast kannst du den Stuhl erneuet testen indem du ihn auf die gleiche Art aktivierst wie den Generator.

objective_deathrow_poweron											Fahre das elektische Versorgungsnetz wieder hoch
objective_deathrow_expandpower										Erweitere den Generator um drei Kondensatoren
objective_deathrow_chairworking										Teste den elektischen Stuhl ein zweites Mal

adviser_deathrow_execution_1										Sehr gut. Ich sch^tze mal wir sind fertig mit der Aufgabe.
adviser_deathrow_execution_2										Was nun passiert liegt nicht mehr in unseren H^nden. Wir haben unseren Auftrag erf_llt und das ist was z^hlt.
adviser_deathrow_execution_3										Versuch' dich nicht _ber das zu sorgen was als n^chstes passiert.

adviser_deathrow_setupexecution1									Es ist soweit Edward.
adviser_deathrow_setupexecution2									Du hast das Richtige getan, auch wenn man dir in dieser Welt nicht vergibt.
adviser_deathrow_setupexecution3									Du wirst bald bei Gott sein und nur er wir final _ber dich richten k`nnen.

adviser_deathrow_setupexecution4									Edward Romsey!\nDu wurdest schuldig f_r den Mord an zwei Menschen gesprochen.
adviser_deathrow_setupexecution5									Das Strafma; sieht den Tod durch den elektischen Stuhl vot.
adviser_deathrow_setupexecution6									Irgendwelche letzten Worte?
adviser_deathrow_setupexecution7									Susan...
adviser_deathrow_setupexecution8									Es tut mir so schrecklich leid!

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Uhr																																																		###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

clock_speed_0														II
clock_speed_1														1x
clock_speed_2														2x
clock_speed_5														5x
clock_speed_half													...
clock_add_hour														+

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Lockdown Mod (Stevowevo77) (04/01/2014 - Änderung I) 																																					###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

objective_grant_min_security										Sicherheit: Nur eine Vorsichtsma;name
objective_grant_min_security_description							Ein funktionierendes Sicherheitssystem ist der Schl_ssel f_r ein sicheres und effizientes Gef^ngnis. Erf_lle die vorgegebenen sechs Ma;nahmen, um dein Personal sch_tzen zu k`nnen.
objective_grant_min_security_solitary								Baue drei Isolationszellen
objective_grant_min_security_office									Baue drei Sicherheitsb_ros
objective_grant_min_security_cctv									Installiere drei Kameras
objective_grant_min_security_monitor								Installiere ein CCTV Monitor
objective_grant_min_security_guards									Stelle mindestens 8 Wachen ein
objective_grant_min_security_chief									Stelle einen Sicherheitschef ein

objective_grant_security											Sicherheit: Roter Alarm
objective_grant_security_description								Die Grundlegende Sicherung ist nicht mehr sicher genug? Dann r_ste dein Gef^ngnis mit der neusten Technik aus um deinen Genfangenen ein Schnippchen zu schlagen.
objective_grant_security_Cctv										Installiere neun Kameras
objective_grant_security_monitor									Installiere drei CCTV Monitore
objective_grant_security_detector									Installiere drei Metalldetektoren
objective_grant_security_road										Platziere zwei Stra;entore
objective_grant_security_solitary									Baue sechs Insolationszellen
objective_grant_security_guards										Stelle mindestens 18 Wachen ein

objective_grant_dogs												Sicherheit: "Who let the Dogs Out?"
objective_grant_dogs_description									Auch die neuste Technik kann keine gebuddelten Fluchttunnel oder Drogen finden. Aber daf_r gibt es den besten Freund der Menschheit - Vierbeinige Schn_ffler!
objective_grant_dogs_kennel											Baue einen Hundezwinger
objective_grant_dogs_crate											Platziere mindestens drei Hundeboxen
objective_grant_dogs_handler										Stelle mindestens drei Hundef_hrer ein

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			New Grants Mod (Xathz and LDShadowLord) (04/01/2014 - Änderung IV)  																																	###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

objective_grant_book_worms_inmates									Subvention: B_cherwurm
objective_grant_book_worms_inmates_description						Einige Gefangene m`gen es zu lesen. Diese Subvention ist genug um f_r einen Gemeinschaftsraum mit ein paar St_hlen und B_cherregalen zum St`bern.
objective_grant_book_worms_inmates_Commonroom						Errichte einen Gemeinschaftsraum
objective_grant_book_worms_inmates_Books							Platziere 3 B_cherregale
objective_grant_book_worms_inmates_Chairs							Platziere 2 St_hle

objective_grant_higher_security										Subvention: Die W^nde haben Augen...
objective_grant_higher_security_description							Die "Bank of Prison Architects" (BPA) hat uns angeboten unsere Sicherheitssysteme mit neuer Technologie aufzur_sten.
objective_Grant_Higher_Secutiry_1									Schalte "Sicherheit" frei
objective_Grant_Higher_Secutiry_2									Schalte "Stationierung" frei
objective_Grant_Higher_Secutiry_3									Schalte "@berwachung" frei
objective_grant_higher_security_room								Errichte ein Sicherheitsb_ro
objective_grant_higher_security_guards								Stelle mindestens 10 Wachen ein
objective_grant_higher_security_CCTV_monitors						Installiere ein CCTV Monitor (Du brauchst eine Wache, die ihn bedient)
objective_grant_higher_security_CCTV								Installiere 3 Kameras

objective_grant_family_matters										Subvention: Dein einziger Anruf...
objective_grant_family_matters_description							Der Verband der "V^ter im Gef^ngnis" haben uns ein wenig Geld zur Verf_gung gestellt um ein paar Telefone zu installieren. Das sollte den Gefangenen gefallen.
objective_grant_family_matters_Phones								Installiere 5 Telefone

objective_grant_metal_detectors										Subvention: Oje, Oje!
objective_grant_metal_detectors_description							Heute ist ein Tag der Trauer. In einem der anderen Gef^ngnisse haben sich etliche Gefangene abgeschlachtet. Um sowas in unserem Gef^ngnis zu vereiteln wurden wir gebeten Metalldetektoren aufzustellen.
objective_grant_metal_detectors_MT									Installiere 6 Metalldetektoren

Objective_Grant_Exercice											Subvention: Schinken ist aus - Training ist angesagt.
Objective_Grant_Exercice_description								Unseren Forschungen nach w^chst unsere Masse an Gefangenen. Nicht in der Anzahl, aber in... der Breite der Einzelnen. Das Problem sollten wir angehen.
Objective_Grant_Exercice_1											Schalte "Wartung" frei
Objective_Grant_Exercice_2											Schalte "Gartenpflege" frei
Objective_Grant_Exercice_Benchs										Platziere 4 Gewichtsb^nke

objective_Water_Land												Subvention: Ein Wasser-Wunderland
objective_Water_Land_description									Das edle "Gef^ngnis-Hygiene-Kommitee" hat festgestellt, dass das Hygiene-Level nicht hoch genug ist. Versuche das Problem zu beseitigen.
objective_Water_Land_pump											Installiere eine weitere Pumpstation
objective_Water_land_drain											Installiere 2 Abfl_sse
objective_Water_Land_sh												Installiere 2 Duschk`pfe
objective_Water_Land_room											Errichte einen Duschraum

objective_Grant_Laundromat											Subvention: Stinkesocken
objective_Grant_Laundromat_description								Igitt! Die ganzen G^nge sticken schon nach den dreckigen Klamotten der Insassen. Baue eine W^scherei und bsch^ftige einige Gefangene darin!
objective_Grant_Laundromat_Machines									Installiere 2 Waschmaschinen
objective_Grant_Laundromat_Baskets									Platziere 2 W^schek`rbe
objective_Grant_Laundromat_1										Schalte "Zwangsarbeit" frei
objective_Grant_Laundromat_Room										Errichte eine W^scherei

objective_Grant_Workshop											Subvention: In diesem gr_nen Zeug schwimmen
objective_Grant_Workshop_description								Hmmm... Nachdem Zwangsarbeit f_r Gefangene nun erlaubt ist lasst es uns auch nutzen. Baue eine Werkstatt um ein bisschen Geld zus^tzlich zu verdienen.
objective_Grant_Workshop_Press										Installiere 2 Hydraulikpressen
objective_Grant_Workshop_Saw										Installiere 2 Tischs^gen
objective_Grant_Workshop_1											Schalte "Zwangsarbeit" frei
objective_Grant_Workshop_Room										Errichte eine Werkstatt

objective_Grant_Visitation											Subvention: Besuchszeit
objective_Grant_Visitation_description								Die Gefangenen sind genervt. Errichte ein Besucherzimmer f_r sie, sodass sie ihre Familie sehen k`nnen.
objective_Grant_Visitation_Table									Platziere 2 Besuchertische
objective_Grant_Visitation_Room										Errichte ein Besucherzimmer

objective_Grant_DogHandler											Subvention: Wau Wau!
objective_Grant_DogHandler_Desc										Drogen sind ein gro;es Problem. Genau wie Fluchttunnel. Schaffe dir einen Hundezwinger an, damit wir das Problem angehen k`nnen.
objective_Grant_DogHandler_RoomReq1									Errichte einen Hundezwinger
objective_Grant_DogHandler_ObjReq1									Platziere 2 Hundeboxen
objective_Grant_DogHandler_ResReq1									Schalte "Wachhunde" frei

objective_Grant_Mod_Installed										Subvention: Mod installiert!
objective_Grant_Mod_Installed_description							Herzlichen Gl_ckwunsch f_r deine Bem_hungen. Wir unterst_tzen dich mit einer Summe von 1.000$.
objective_Grant_Mod_Installed_1										Anlieferungen ben`tigt

objective_Grant_ShockStuff											Subvention: Schockierendes Zeug...
objective_Grant_ShockStuff_description								Der Ausschuss schl^gt vor ein Hinrichtungsraum zu bauen. Dem muss ich zustimmen!
objective_Grant_ShockStuff_Chair									Installiere einen elektrischen Stuhl
objective_Grant_ShockStuff_Room										Errichte ein Hinrichtungsraum

Objective_Grant_Small_Prison										Meilenstein: 20 Gefangene!
Objective_Grant_Small_Prison_description							Du hast ein Gef^ngnis mit einer Kapazit^t von 20 Gefangenen erreicht, Gl_ckwunsch! Die BPA m`chte dich f_r deine harte Arbeit belohnen!
Objective_Grant_Small_Prison_inmates								Beherberge 20 Gefangene

Objective_Grant_Medium_Prison										Meilenstein: 50 Gefangene!
Objective_Grant_Medium_Prison_description							Du hast ein Gef^ngnis mit einer Kapazit^t von 50 Gefangenen erreicht, Gl_ckwunsch! Die BPA m`chte dich f_r deine harte Arbeit belohnen!
Objective_Grant_Medium_Prison_inmates								Beherberge 50 Gefangene

objective_Grant_StaffRoom											Subvention: Personalraum
objective_Grant_StaffRoom_description								Dein Personal braucht Pausen! Baue ihnen einen netten Raum in dem sie entspannen k`nnen.
objective_Grant_StaffRoom_Room										Errichte einen Personalraum
objective_Grant_StaffRoom_DrinkMachine								Installiere ein Getr^nkeautomat
objective_Grant_StaffRoom_Sofa										Platziere 3 breite Sofas

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Additional Grants and Contracts (Cartmen180) (04/01/2014 - Änderung VIII)																																###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

objective_grant_secondcellblock										Vertrag: Zellenblock B
objective_grant_secondcellblock_description							Zellenblock A ist in Betrieb, aber neue Gefangene brauchen neue Zellen. Es ist Zeit f_r einen weiteren Zellenblock, mehr Wachen und einen Sicherheitschef.
objective_grant_secondcellblock_cells								Erh`he deine Kapazit^t auf 30
objective_grant_chief												Stelle einen Sicherheitschef ein
objective_grant_guards1												Stelle mindestens 6 Wachen ein

objective_grant_thirdcellblock										Vertrag: Zellenblock C
objective_grant_thirdcellblock_description							Zellenblock B ist voll funktionst_chtig. Die Buchhalterin meinte etwas von wegen "[...]mehr Geld f_r mehr Gefangene[...]",?!...
objective_grant_thirdcellblock_cells								Erh`he deine Kapazit^t auf 45

objective_grant_fourthcellblock										Vertrag: Zellenblock D
objective_grant_fourthcellblock_description							Zellenblock C l^uft anscheinend einigerma;en problemlos. Der Vorarbeiter schlug vor die Arbeitskraft des Gef^ngnisses etwas zu erh`hen.
objective_grant_fourthcellblock_cells								Erh`he deine Kapazit^t auf 60

objective_grant_wing												Subvention: Trennung von Gefangenen
objective_grant_wing_description									Dein Gef^ngnis hat sich durchaus vergr`;ert in den letzten Jahren. Vielleicht solltest du anfangen separate Fl_gel zu bauen.
objective_grant_deployment											Schalte "Stationierung" frei

objective_grant_minimum_security									Vertrag: Minimale Sicherheitszone
objective_grant_minimum_security_description						Ein fragw_rdiger Gesch^ftsmann hat dich gebeten f_r seine Freunde einen Gef^ngnisfl_gel mit minimaler Sicherung zu bauen. 30 neue Zellen mit Fernsehern, angeschlossen an eigenen Duschen, einer eigenen Kantine, einem eigenen Hof und einem eigenem Gemeinschaftsraum.
objective_grant_mis_extra_canteen									Kantine
objective_grant_mis_commonroom										Gemeinschaftsraum
objective_grant_mis_showerheads										30 Duschen
objective_grant_mis_tv												30 TV's
objective_grant_mis_chair											30 St_hle

objective_grant_maximum_security									Vertrag: Maximale Sicherheitszone
objective_grant_maximum_security_description						Der Pr^sident bittet dich um einen Gef^ngnisfl_gel mit maximaler Sicherungsstufe, damit einige seiner Konkurrenten... "verschwinden".
objective_grant_mas_canteen											Kantine
objective_grant_mas_commonroom										Gemeinschaftsraum
objective_grant_mas_shower											Duschraum
objective_grant_mas_yard											Hof

objective_cleanclothes												Subvention: Saubere Sache(n)
objective_cleanclothes_description									Deine Gefangenen brauchen alle paar Tage ein saubere Garnitur an Uniformen. Baue eine W^scherei, damit sie ihre eigenen Sachen waschen k`nnen.
objective_cc_lm														2 Waschmaschinen
objective_cc_lb														4 W^schek`rbe
objective_cc_ib														2 B_gelbretter

objective_grant_workshop											Subvention: Selbstfinanzierung
objective_grant_workshop_description								Um dein Gef^ngnis selbstfinanzierend zu machen wirst du eine Werkstatt ben`tigen. Dort kannst du mit Nummernschildern und Holzplanken Geld f_r zuk_nftige Expansionen verdienen.
objective_w_saw														Tischs^ge
